"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj","definition"
"GO:0007617",0.0300430877563194,0.988493154412167,12,28,"mating behavior","BP",0.040396728411301,"The behavioral interactions between organisms for the purpose of mating, or sexual reproduction resulting in the formation of zygotes."
"GO:0090091",0.0300737986957079,0.995212504663485,5,8,"positive regulation of extracellular matrix disassembly","BP",0.040396728411301,"Any process that increases the rate, frequency or extent of extracellular matrix disassembly. Extracellular matrix disassembly is a process that results in the breakdown of the extracellular matrix."
"GO:0002698",0.0300815803459284,0.981378632006637,38,116,"negative regulation of immune effector process","BP",0.040396728411301,"Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune effector process."
"GO:0008194",0.0300844133474295,0.980914179291121,42,128,"UDP-glycosyltransferase activity","MF",0.040396728411301,"Catalysis of the transfer of a glycosyl group from a UDP-sugar to a small hydrophobic molecule."
"GO:0060123",0.0301235709176095,0.995202242666214,5,8,"regulation of growth hormone secretion","BP",0.040396728411301,"Any process that modulates the frequency, rate or extent of the regulated release of growth hormone from a cell."
"GO:0002360",0.0301799742625627,0.986466073477594,16,40,"T cell lineage commitment","BP",0.040396728411301,"The process in which a lymphoid progenitor cell becomes committed to becoming any type of T cell."
"GO:0002756",0.0302063047845176,0.991498830650899,8,16,"MyD88-independent toll-like receptor signaling pathway","BP",0.040396728411301,"A toll-like receptor signaling pathway not relying on the MyD88 adaptor molecule. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate innate an immune response."
"GO:0015866",0.0302439903678342,0.993558044114117,6,11,"ADP transport","BP",0.040396728411301,"The directed movement of ADP, adenosine diphosphate, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0002703",0.0302992083925636,0.978365806621941,72,240,"regulation of leukocyte mediated immunity","BP",0.040396728411301,"Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."
"GO:0002823",0.0303078182233683,0.984587507510484,21,57,"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP",0.040396728411301,"Any process that stops, prevents, or reduces the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."
"GO:0048643",0.0303386208338982,0.991453624420105,8,16,"positive regulation of skeletal muscle tissue development","BP",0.040396728411301,"Any process that activates, maintains or increases the rate of skeletal muscle tissue development."
"GO:1990166",0.0303553478372759,0.991447906296659,8,16,"protein localization to site of double-strand break","BP",0.040396728411301,NA
"GO:0032611",0.0303569033821279,0.98259834960209,29,86,"interleukin-1 beta production","BP",0.040396728411301,"The appearance of interleukin-1 beta due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."
"GO:0032651",0.0303569033821279,0.98259834960209,29,86,"regulation of interleukin-1 beta production","BP",0.040396728411301,"Any process that modulates the frequency, rate, or extent of interleukin-1 beta production."
"GO:0070948",0.0306549953101951,0.996478566267502,4,6,"regulation of neutrophil mediated cytotoxicity","BP",0.0406926070608716,"Any process that modulates the rate, frequency or extent of neutrophil mediated killing of a target cell, the directed killing of a target cell by a neutrophil."
"GO:0012510",0.0306655103445198,0.990389955910963,9,19,"trans-Golgi network transport vesicle membrane","CC",0.0406926070608716,"The lipid bilayer surrounding a vesicle transporting substances between the trans-Golgi network and other parts of the cell."
"GO:1900182",0.0306817473893054,0.981953654652098,32,92,"positive regulation of protein localization to nucleus","BP",0.0406926070608716,NA
"GO:0090068",0.0307350715249539,0.977923249873825,75,243,"positive regulation of cell cycle process","BP",0.0407179868589768,"Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."
"GO:1903432",0.0308073524041136,0.981872984776766,32,92,"regulation of TORC1 signaling","BP",0.0407401969310383,NA
"GO:0016772",0.0308202497354035,0.974303748031998,240,841,"transferase activity, transferring phosphorus-containing groups","MF",0.0407401969310383,"Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)."
"GO:0010039",0.0309332514423763,0.988738663419834,11,25,"response to iron ion","BP",0.0408397582120149,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an iron ion stimulus."
"GO:0042176",0.0309641491733413,0.976497308010482,105,356,"regulation of protein catabolic process","BP",0.0408397582120149,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."
"GO:0015630",0.0310496311898507,0.973213685365183,367,1322,"microtubule cytoskeleton","CC",0.0408641178565748,"The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."
"GO:0097502",0.03105592936058,0.989413419924255,10,22,"mannosylation","BP",0.0408641178565748,"The covalent attachment of a mannose residue to a substrate molecule."
"GO:0045596",0.0311011190034162,0.974906332936378,171,595,"negative regulation of cell differentiation","BP",0.0408641178565748,"Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation."
"GO:0001779",0.0311198613735628,0.989387597697789,10,22,"natural killer cell differentiation","BP",0.0408641178565748,"The process in which a relatively unspecialized cell acquires the specialized features of a natural killer cell."
"GO:0050840",0.0311681058016719,0.983594061898203,23,62,"extracellular matrix binding","MF",0.040882394283911,"Binding to a component of the extracellular matrix."
"GO:0140297",0.0312860666799215,0.975464505397108,134,457,"DNA-binding transcription factor binding","MF",0.0409919751548806,NA
"GO:0032621",0.0313638985323457,0.993256541164044,6,11,"interleukin-18 production","BP",0.041003735622419,"The appearance of interleukin-18 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."
"GO:0032661",0.0313638985323457,0.993256541164044,6,11,"regulation of interleukin-18 production","BP",0.041003735622419,"Any process that modulates the frequency, rate, or extent of interleukin-18 production."
"GO:0043405",0.0314634948382445,0.980618131457203,37,111,"regulation of MAP kinase activity","BP",0.0410888402986285,"Any process that modulates the frequency, rate or extent of MAP kinase activity."
"GO:2000273",0.0316892118013972,0.98841492680154,11,25,"positive regulation of signaling receptor activity","BP",0.0412865591036246,NA
"GO:0045959",0.0317011178136996,0.994874199888012,5,8,"negative regulation of complement activation, classical pathway","BP",0.0412865591036246,"Any process that stops, prevents, or reduces the frequency, rate or extent of complement activation by the classical pathway."
"GO:0019222",0.0317188930141196,0.970841000464293,1544,5931,"regulation of metabolic process","BP",0.0412865591036246,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."
"GO:0004672",0.0318079689983158,0.974549569761455,159,536,"protein kinase activity","MF",0.0413573046692076,"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP."
"GO:0050727",0.0318452931369832,0.975871988515563,102,352,"regulation of inflammatory response","BP",0.0413606806173904,"Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents."
"GO:0045732",0.0320842266362094,0.977610956446061,63,203,"positive regulation of protein catabolic process","BP",0.0416256142959972,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."
"GO:0046054",0.0323513506655039,0.996214155495513,4,6,"dGMP metabolic process","BP",0.0419265055958816,"The chemical reactions and pathways involving dGMP, deoxyguanosine monophosphate (2'-deoxyguanosine 5'-phosphate)."
"GO:0009636",0.0325082583884234,0.976908752747877,68,229,"response to toxic substance","BP",0.042084060587622,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a toxic stimulus."
"GO:1902993",0.0326621452719084,0.987996089125056,11,25,"positive regulation of amyloid precursor protein catabolic process","BP",0.0422373670128587,NA
"GO:0030547",0.0328655424916333,0.986502043965391,13,32,"signaling receptor inhibitor activity","MF",0.0424148361731959,"Binds to and modulates the activity of a signaling receptor."
"GO:0015734",0.0329444181176645,0.99461191893205,5,8,"taurine transmembrane transport","BP",0.0424148361731959,"The directed movement of taurine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0042918",0.0329444181176645,0.99461191893205,5,8,"alkanesulfonate transmembrane transport","BP",0.0424148361731959,"The directed movement of an alkanesulfonate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Alkanesulfonates are organic esters or salts of sulfonic acid containing an aliphatic hydrocarbon radical."
"GO:0051607",0.0329935302507699,0.975654334823335,85,287,"defense response to virus","BP",0.0424148361731959,"Reactions triggered in response to the presence of a virus that act to protect the cell or organism."
"GO:0005819",0.0330122521222149,0.974384059087448,121,411,"spindle","CC",0.0424148361731959,"The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart."
"GO:0030203",0.0330401480106542,0.979725995765025,36,107,"glycosaminoglycan metabolic process","BP",0.0424148361731959,"The chemical reactions and pathways involving glycosaminoglycans, any of a group of polysaccharides that contain amino sugars."
"GO:0072332",0.0330486716781913,0.981126489191283,28,82,"intrinsic apoptotic signaling pathway by p53 class mediator","BP",0.0424148361731959,"The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, and ends when the execution phase of apoptosis is triggered."
"GO:0022604",0.0331982189845664,0.976134816748048,74,235,"regulation of cell morphogenesis","BP",0.0425062108499786,"Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized."
"GO:0000910",0.0332029734776216,0.977275188147239,57,178,"cytokinesis","BP",0.0425062108499786,"The division of the cytoplasm and the plasma membrane of a cell and its partitioning into two daughter cells."
"GO:0035235",0.0332525131339081,0.987903587023051,11,24,"ionotropic glutamate receptor signaling pathway","BP",0.0425062108499786,"The series of molecular signals initiated by glutamate binding to a glutamate receptor on the surface of the target cell, followed by the movement of ions through a channel in the receptor complex, and ending with the regulation of a downstream cellular process, e.g. transcription."
"GO:0051641",0.0332626267944417,0.969908279204267,868,3256,"cellular localization","BP",0.0425062108499786,"A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."
"GO:0016235",0.0334235066039539,0.985783742734694,14,34,"aggresome","CC",0.0426070671701467,"An inclusion body formed by dynein-dependent retrograde transport of an aggregated protein on microtubules."
"GO:0001776",0.0334331375425312,0.979593130838256,35,105,"leukocyte homeostasis","BP",0.0426070671701467,"The process of regulating the proliferation and elimination of cells of the immune system such that the total number of cells of a particular cell type within a whole or part of an organism is stable over time in the absence of an outside stimulus."
"GO:0048641",0.0334488730512906,0.988439671201082,10,22,"regulation of skeletal muscle tissue development","BP",0.0426070671701467,"Any process that modulates the frequency, rate or extent of skeletal muscle tissue development."
"GO:0051246",0.0335621980175584,0.970427653123244,494,1842,"regulation of protein metabolic process","BP",0.0426788067081679,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."
"GO:0016310",0.0335768613648643,0.971068807061518,350,1262,"phosphorylation","BP",0.0426788067081679,"The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."
"GO:0050769",0.0336664441313333,0.975778412417582,74,235,"positive regulation of neurogenesis","BP",0.0427283646820381,"Any process that activates or increases the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system."
"GO:0019208",0.0336876023815565,0.979603337708732,34,101,"phosphatase regulator activity","MF",0.0427283646820381,"Binds to and modulates the activity of a phosphatase, an enzyme which catalyzes of the removal of a phosphate group from a substrate molecule."
"GO:0043525",0.0337602609268676,0.981981083380387,23,64,"positive regulation of neuron apoptotic process","BP",0.0427749688977652,"Any process that activates or increases the frequency, rate or extent of cell death of neurons by apoptotic process."
"GO:0060558",0.0339575533486246,0.995958987193258,4,6,"regulation of calcidiol 1-monooxygenase activity","BP",0.0429792200193538,"Any process that modulates the rate, frequency or extent of calcidiol 1-monooxygenase activity. Calcidiol 1-monooxygenase activity is catalysis of the reaction: calcidiol + NADPH + H+ + O2 = calcitriol + NADP+ + H2O."
"GO:0051962",0.034051068282981,0.974851418790551,86,278,"positive regulation of nervous system development","BP",0.0430189428684776,"Any process that activates, maintains or increases the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."
"GO:0002706",0.0340675109124084,0.976554106117511,57,187,"regulation of lymphocyte mediated immunity","BP",0.0430189428684776,"Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."
"GO:0043507",0.0341244075207629,0.986652276449024,12,28,"positive regulation of JUN kinase activity","BP",0.0430189428684776,"Any process that activates or increases the frequency, rate or extent of JUN kinase activity."
"GO:0009056",0.0341334181450137,0.96945994234244,659,2486,"catabolic process","BP",0.0430189428684776,"The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."
"GO:0032594",0.0342116657551299,0.995918196737944,4,6,"protein transport within lipid bilayer","BP",0.0430719808819871,"The directed movement of a protein from one location to another within a lipid bilayer."
"GO:0001637",0.0344727099604441,0.987058865258105,11,26,"G protein-coupled chemoattractant receptor activity","MF",0.043234806165585,"Combining with a chemoattractant and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex."
"GO:0004950",0.0344727099604441,0.987058865258105,11,26,"chemokine receptor activity","MF",0.043234806165585,"Combining with a chemokine, and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity. Chemokines are a family of small chemotactic cytokines; their name is derived from their ability to induce directed chemotaxis in nearby responsive cells. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."
"GO:0032801",0.0344997445079686,0.98648087096319,12,28,"receptor catabolic process","BP",0.043234806165585,"The chemical reactions and pathways resulting in the breakdown of a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."
"GO:0030857",0.0345170328701555,0.9841471714128,16,41,"negative regulation of epithelial cell differentiation","BP",0.043234806165585,"Any process that stops, prevents, or reduces the frequency, rate or extent of epithelial cell differentiation."
"GO:2000058",0.0345289671209992,0.976708149061452,52,165,"regulation of ubiquitin-dependent protein catabolic process","BP",0.043234806165585,NA
"GO:0042116",0.0345588039207698,0.979171832419245,33,99,"macrophage activation","BP",0.043234806165585,"A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."
"GO:0032713",0.034624696657814,0.995851653719449,4,6,"negative regulation of interleukin-4 production","BP",0.0432717877433961,"Any process that stops, prevents, or reduces the frequency, rate, or extent of interleukin-4 production."
"GO:0071453",0.0347164749455926,0.976795948374844,50,156,"cellular response to oxygen levels","BP",0.0433410080295605,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."
"GO:0035666",0.0347735218675049,0.992320097742637,6,11,"TRIF-dependent toll-like receptor signaling pathway","BP",0.0433667691562287,"The series of molecular signals initiated by a ligand binding to a toll-like receptor where the TRIF adaptor mediates transduction of the signal. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate an innate immune response."
"GO:0034405",0.0349282812843849,0.985044390024376,14,34,"response to fluid shear stress","BP",0.0435142081691448,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fluid shear stress stimulus. Fluid shear stress is the force acting on an object in a system where the fluid is moving across a solid surface."
"GO:0021978",0.03499612294507,0.99225801894125,6,11,"telencephalon regionalization","BP",0.0435223945071939,"The regionalization process that creates areas within the forebrain that will direct the behavior of cell migration in differentiation as the telencephalon develops."
"GO:0043407",0.0350079378151904,0.984901262498649,14,35,"negative regulation of MAP kinase activity","BP",0.0435223945071939,"Any process that stops, prevents, or reduces the frequency, rate or extent of MAP kinase activity."
"GO:0070673",0.0352344047079585,0.99219144191682,6,11,"response to interleukin-18","BP",0.0437582648667138,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-18 stimulus."
"GO:0031323",0.0353192789244768,0.96755928527595,1372,5246,"regulation of cellular metabolic process","BP",0.0437896978067754,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."
"GO:0045475",0.0353582873993163,0.98970564587278,8,16,"locomotor rhythm","BP",0.0437896978067754,"The rhythm of the locomotor activity of an organism during its 24 hour activity cycle."
"GO:0048771",0.0353860070789329,0.976100467638809,52,164,"tissue remodeling","BP",0.0437896978067754,"The reorganization or renovation of existing tissues. This process can either change the characteristics of a tissue such as in blood vessel remodeling, or result in the dynamic equilibrium of a tissue such as in bone remodeling."
"GO:0042130",0.0354067833651761,0.980680082047405,24,68,"negative regulation of T cell proliferation","BP",0.0437896978067754,"Any process that stops, prevents or reduces the rate or extent of T cell proliferation."
"GO:0036294",0.035488147740885,0.976686772840367,46,142,"cellular response to decreased oxygen levels","BP",0.0438447966383756,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."
"GO:0002704",0.035687119865741,0.980789499989871,23,65,"negative regulation of leukocyte mediated immunity","BP",0.0440449323938835,"Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte mediated immunity."
"GO:0060255",0.0358187432776923,0.967069569067928,1417,5429,"regulation of macromolecule metabolic process","BP",0.0441616182647325,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
"GO:0000014",0.0359333918424885,0.991995399387406,6,11,"single-stranded DNA endodeoxyribonuclease activity","MF",0.0442571558266844,"Catalysis of the hydrolysis of ester linkages within a single-stranded deoxyribonucleic acid molecule by creating internal breaks."
"GO:0070552",0.0359826992867323,0.995630768213409,4,6,"BRISC complex","CC",0.0442721021182832,"A protein complex that contains the FAM175B/ABRO1, BRCC3/BRCC36, BRE/BRCC45 and MERIT40/NBA1 proteins, and specifically cleaves K63-linked polyubiquitin chains."
"GO:0097264",0.0360798339826687,0.991954187788768,6,11,"self proteolysis","BP",0.0442775766292305,"The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their own peptide bonds."
"GO:0002832",0.036122073660638,0.977443368901248,37,113,"negative regulation of response to biotic stimulus","BP",0.0442775766292305,"Any process that stops, prevents, or reduces the frequency, rate, or extent of a response to biotic stimulus."
"GO:0045334",0.0361486365012896,0.978953594148229,29,85,"clathrin-coated endocytic vesicle","CC",0.0442775766292305,"A clathrin-coated, membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance."
"GO:0140678",0.036155994776471,0.97149949016116,131,464,"molecular function inhibitor activity","MF",0.0442775766292305,NA
"GO:1902235",0.0361783671124171,0.984914816070858,13,32,"regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","BP",0.0442775766292305,NA
"GO:1901701",0.0362102096027461,0.969142665074222,292,1055,"cellular response to oxygen-containing compound","BP",0.0442775766292305,NA
"GO:0032471",0.0362723816219424,0.995583237359488,4,6,"negative regulation of endoplasmic reticulum calcium ion concentration","BP",0.0443081092428035,"Any process that decreases the concentration of calcium ions in the endoplasmic reticulum."
"GO:0050681",0.036349638118317,0.986387141991621,11,25,"nuclear androgen receptor binding","MF",0.0443437765281797,"Binding to a nuclear androgen receptor."
"GO:0016757",0.0363793674447344,0.973648569571335,74,243,"glycosyltransferase activity","MF",0.0443437765281797,"Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor)."
"GO:0004198",0.0364132774513516,0.990313073782625,7,14,"calcium-dependent cysteine-type endopeptidase activity","MF",0.0443437765281797,"Catalysis of the hydrolysis of nonterminal peptide bonds in a polypeptide chain by a mechanism using a cysteine residue at the enzyme active center, and requiring the presence of calcium."
"GO:0045602",0.0366602271598028,0.993809065137907,5,8,"negative regulation of endothelial cell differentiation","BP",0.0445557586033329,"Any process that stops, prevents, or reduces the frequency, rate or extent of endothelial cell differentiation."
"GO:0098876",0.0366796572871453,0.975412857937724,50,154,"vesicle-mediated transport to the plasma membrane","BP",0.0445557586033329,"The directed movement of substances to the plasma membrane in transport vesicles that fuse with the plasma membrane by exocytosis."
"GO:0042327",0.0366995795045085,0.971200203111298,127,436,"positive regulation of phosphorylation","BP",0.0445557586033329,"Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."
"GO:0060179",0.0367472858396106,0.995505004476518,4,6,"male mating behavior","BP",0.0445682458604645,"The specific behavior of a male organism that is associated with reproduction."
"GO:0039530",0.0368116316631894,0.991747527954664,6,11,"MDA-5 signaling pathway","BP",0.0445865486724946,"The series of molecular signals initiated by the binding of dsRNA from another organism to the cytoplasmic pattern recognition receptor (PRR) MDA-5 (also known as IFIH1). MDA-5 detects RNA synthesized during viral replication or shed by non-viral pathogens, and triggers a signaling pathway to protect the host against infection, for example by inducing the expression of cytokines."
"GO:1903722",0.0368569490640606,0.995486884521596,4,6,"regulation of centriole elongation","BP",0.0445865486724946,NA
"GO:0071214",0.0369121217389418,0.972070609319389,97,325,"cellular response to abiotic stimulus","BP",0.0445865486724946,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (non-living) stimulus."
"GO:0104004",0.0369121217389418,0.972070609319389,97,325,"cellular response to environmental stimulus","BP",0.0445865486724946,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an environmental stimulus."
"GO:0030879",0.0370203660542631,0.976313998622582,41,122,"mammary gland development","BP",0.0446719918648706,"The process whose specific outcome is the progression of the mammary gland over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk. Its development starts with the formation of the mammary line and ends as the mature gland cycles between nursing and weaning stages."
"GO:0032616",0.0372046323668391,0.988751001039891,8,17,"interleukin-13 production","BP",0.0446811846144619,"The appearance of interleukin-13 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."
"GO:0032656",0.0372046323668391,0.988751001039891,8,17,"regulation of interleukin-13 production","BP",0.0446811846144619,"Any process that modulates the frequency, rate, or extent of interleukin-13 production."
"GO:0030316",0.0372157943106433,0.977264426077496,34,101,"osteoclast differentiation","BP",0.0446811846144619,"The process in which a relatively unspecialized monocyte acquires the specialized features of an osteoclast. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue."
"GO:0047676",0.0372225603396047,0.991630960414846,6,11,"arachidonate-CoA ligase activity","MF",0.0446811846144619,"Catalysis of the reaction: arachidonate + ATP + CoA = AMP + arachidonoyl-CoA + diphosphate + H+."
"GO:0090200",0.0372410536893011,0.987426845472863,9,21,"positive regulation of release of cytochrome c from mitochondria","BP",0.0446811846144619,"Any process that increases the rate, frequency or extent of release of cytochrome c from mitochondria, the process in which cytochrome c is enabled to move from the mitochondrial intermembrane space into the cytosol, which is an early step in apoptosis and leads to caspase activation."
"GO:0032637",0.0372905940443116,0.978924356822476,26,76,"interleukin-8 production","BP",0.0446811846144619,"The appearance of interleukin-8 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."
"GO:0032677",0.0372905940443116,0.978924356822476,26,76,"regulation of interleukin-8 production","BP",0.0446811846144619,"Any process that modulates the frequency, rate, or extent of interleukin-8 production."
"GO:0031098",0.0373432652293006,0.980832012079064,20,55,"stress-activated protein kinase signaling cascade","BP",0.0446993255156754,"The series of molecular signals in which a stress-activated protein kinase (SAPK) cascade relays a signal."
"GO:0051101",0.0375265204334663,0.979349887761631,24,69,"regulation of DNA binding","BP",0.0448302343770514,"Any process that modulates the frequency, rate or extent of DNA binding. DNA binding is any process in which a gene product interacts selectively with DNA (deoxyribonucleic acid)."
"GO:0035673",0.0375377733446231,0.991541292230852,6,11,"oligopeptide transmembrane transporter activity","MF",0.0448302343770514,"Enables the transfer of oligopeptides from one side of a membrane to the other. Oligopeptides are molecules that contain a small number (2 to 20) of amino-acid residues connected by peptide linkages."
"GO:2000353",0.0375655532395443,0.987502367573288,9,20,"positive regulation of endothelial cell apoptotic process","BP",0.0448302343770514,NA
"GO:0030121",0.0376372944416462,0.991512936324667,6,11,"AP-1 adaptor complex","CC",0.0448538159932456,"A heterotetrameric AP-type membrane coat adaptor complex that consists of beta1, gamma, mu1 and sigma1 subunits and links clathrin to the membrane surface of a vesicle; vesicles with AP-1-containing coats are normally found primarily in the trans-Golgi network. In at least humans, the AP-1 complex can be heterogeneric due to the existence of multiple subunit isoforms encoded by different genes (gamma1 and gamma2, mu1A and mu1B, and sigma1A, sigma1B and sigma1C)."
"GO:2001280",0.0376654996239828,0.995352655907393,4,6,"positive regulation of unsaturated fatty acid biosynthetic process","BP",0.0448538159932456,NA
"GO:0021782",0.0376982953897892,0.975651563452661,42,128,"glial cell development","BP",0.0448538159932456,"The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0016922",0.0378272375417646,0.975448507693895,43,130,"nuclear receptor binding","MF",0.0449623152816782,"Binding to a nuclear receptor protein. Nuclear receptor proteins are DNA-binding transcription factors which are regulated by binding to a ligand."
"GO:0002068",0.0381452731283267,0.984087972930439,13,31,"glandular epithelial cell development","BP",0.0452951348911636,"The process whose specific outcome is the progression of a glandular epithelial cell over time, from its formation to the mature structure. A glandular epithelial cell is a columnar/cuboidal epithelial cell is a cell found in a two dimensional sheet with a free surface exposed to the lumen of a gland."
"GO:0060330",0.0382230853268804,0.989714166075268,7,14,"regulation of response to type II interferon","BP",0.0452951354753856,"Any process that modulates the rate, frequency or extent of a response to type II interferon (interferon-gamma). Response to interferon gamma is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus."
"GO:0060334",0.0382230853268804,0.989714166075268,7,14,"regulation of type II interferon-mediated signaling pathway","BP",0.0452951354753856,"Any process that modulates the rate, frequency or extent of an interferon-gamma-mediated signaling pathway."
"GO:0090630",0.0382593671605692,0.982802568426708,15,37,"activation of GTPase activity","BP",0.0452951354753856,"Any process that initiates the activity of an inactive GTPase through the replacement of GDP by GTP."
"GO:0019903",0.0383564779871465,0.974789102721139,45,138,"protein phosphatase binding","MF",0.045365010211213,"Binding to a protein phosphatase."
"GO:0046627",0.0384405759793673,0.982606423386092,15,38,"negative regulation of insulin receptor signaling pathway","BP",0.0454193710232406,"Any process that stops, prevents, or reduces the frequency, rate or extent of insulin receptor signaling."
"GO:0032271",0.0385076405338859,0.973068940779253,60,192,"regulation of protein polymerization","BP",0.0454535182119506,"Any process that modulates the frequency, rate or extent of the process of creating protein polymers."
"GO:0061523",0.0385997141214657,0.99519619573862,4,6,"cilium disassembly","BP",0.0454874778712367,"A cellular process that results in the breakdown of a cilium."
"GO:0006491",0.0386258462105253,0.9862845229393,10,22,"N-glycan processing","BP",0.0454874778712367,"The conversion of N-linked glycan (N = nitrogen) structures from the initially transferred oligosaccharide to a mature form, by the actions of glycosidases and glycosyltransferases. The early processing steps are conserved and play roles in glycoprotein folding and trafficking."
"GO:0032869",0.0387195839795487,0.972850746176927,61,193,"cellular response to insulin stimulus","BP",0.0454874778712367,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."
